slug,name,batch,batch_year,status,team_size,yc_top_company,ai_relation,primary_theme,subtheme,vertical,is_agent,target_customer,one_liner,total_raised_usd_m,valuation_usd_m,outcome_details,label_confidence
manifold-freight,Manifold Freight,Winter 2024,2024,Active,5,0,ai_enabled,vertical_other,logistics_freight,logistics,0,mixed_b2b,Aggregating Spot Freight Opportunities for Carriers,,,,0.7
marblism,Marblism,Winter 2024,2024,Active,5,0,ai_native,workflow_automation,ai_employees,,1,smb,AI Employees who love overtime,,,,0.85
marr-labs,Marr Labs,Winter 2024,2024,Active,9,0,ai_native,voice_ai,voice_agent_platform,,1,mixed_b2b,AI-voice agents that are indistinguishable from humans.,,,,0.9
astrix-health,Matcha,Fall 2024,2024,Active,2,0,ai_enabled,hr_recruiting,ai_recruiters_sourcing,healthcare,0,enterprise,The best way to hire clinical talent.,,,,0.8
mathos,Mathos,Winter 2024,2024,Active,5,0,ai_native,vertical_other,education,education,0,consumer,Ultimate AI Math Problem Solver to Revolutionize Personalized Learning,,,,0.85
melder,Melder,Fall 2024,2024,Active,2,0,ai_native,productivity_assistants,spreadsheet_ai,,0,mixed_b2b,AI formulas and document support for Microsoft Excel,,,,0.85
mem0,Mem0,Summer 2024,2024,Active,10,0,ai_infrastructure,agent_infra,agent_memory,,0,developers,The Memory layer for AI Agents,,,,0.95
merlin-ai,Merlin AI,Summer 2024,2024,Active,19,0,ai_enabled,vertical_other,construction_engineering,construction,0,smb,AI powered ERP for Construction,,,,0.8
meticulate,Meticulate,Winter 2024,2024,Active,5,0,ai_native,sales_marketing,sdr_outbound_agents,,1,mixed_b2b,Making it easy for B2B sales teams to send stellar outbound,,,,0.95
metofico,Metofico,Winter 2024,2024,Active,2,0,ai_enabled,bio_science,lab_data_analysis,science_biotech,0,mixed_b2b,No Code Data Analysis for Life Science Research,,,,0.7
metreecs,Metreecs,Fall 2024,2024,Active,6,0,ai_enabled,vertical_other,retail_ecommerce_b2b,retail,0,mixed_b2b,AI-powered demand forecasting for retail,,,,0.85
mica-ai,Mica AI,Summer 2024,2024,Active,3,0,ai_native,data_ml_ops,data_pipelines,,1,enterprise,Replace the humans fixing bad data,,,,0.8
midship,Midship,Summer 2024,2024,Acquired,3,0,ai_native,finance_accounting,tax_audit,,1,enterprise,AI for SOX testing,,,Acquired by Optro AI (GRC platform) circa May 2026; terms undisclosed; midship.ai now redirects to optro.ai,0.9
million,Million,Winter 2024,2024,Active,5,0,ai_infrastructure,coding_devtools,agent_code_verification,,0,developers,Tools for agent verification,,,,0.7
mineflow,Mineflow,Summer 2024,2024,Active,2,0,ai_native,vertical_other,other_industry,other,0,enterprise,Mineflow predicts the shape and location of mineral deposits,,,,0.75
minusx,MinusX,Summer 2024,2024,Active,2,0,ai_native,data_ml_ops,analytics_agent,,1,smb,Open source agentic BI for founders,,,,0.7
mito-health,Mito Health,Summer 2024,2024,Active,5,0,ai_enabled,consumer,health_wellness,healthcare,0,consumer,At-cost lab testing marketplace that profits when you test less,,,,0.8
model-ml,Model ML,Winter 2024,2024,Active,80,0,ai_native,vertical_other,fintech_banking,fintech,0,enterprise,AI Workspace for Financial Services.,100,,,0.75
modus,Modus,Summer 2024,2024,Active,3,0,ai_enabled,hr_recruiting,workforce_management,,0,mixed_b2b,Unlock revenue per employee with AI-powered headcount management,,,,0.8
momentic,Momentic,Winter 2024,2024,Active,15,0,ai_native,coding_devtools,ai_testing_qa,,1,developers,The agentic quality platform for web and mobile,,,,0.95
monumint,Monumint,Winter 2024,2024,Active,5,0,ai_native,vertical_other,fintech_banking,fintech,1,enterprise,Conversational AI purpose-built for financial services,,,,0.85
moonset-health,Moonset Health,Fall 2024,2024,Active,6,0,ai_native,healthcare,healthcare_admin,healthcare,0,mixed_b2b,"AI for Post-Acute Senior Care (Hospice, Home Health, Skilled Nursing…",,,,0.55
moonshine,Moonshine,Fall 2024,2024,Active,2,0,ai_native,other_ai,unknown,,0,mixed_b2b,Extending AI to interact with the real world,,,,0.3
nanocorp,NanoCorp,Winter 2024,2024,Active,1,0,ai_native,workflow_automation,ai_employees,,1,other,Autonomous Companies Run by AI Working While You Sleep.,,,,0.6
navier-ai,Navier AI,Winter 2024,2024,Active,7,0,ai_native,vertical_other,construction_engineering,manufacturing,1,enterprise,Agent-Driven Engineering,,,,0.65
networkocean,NetworkOcean,Summer 2024,2024,Active,4,0,ai_infrastructure,hardware_semis,datacenter_infra_energy,energy,0,enterprise,We build and operate underwater data centers.,,,,0.85
newton,Newton,Winter 2024,2024,Active,4,0,ai_native,healthcare,patient_intake_engagement,healthcare,1,smb,AI-powered phone platform for dentists,,,,0.85
no-logo,No Logo,Summer 2024,2024,Active,15,0,ai_native,vertical_other,supply_chain_manufacturing,manufacturing,0,smb,Turn ideas into physical products,,,,0.7
nuanced,Nuanced,Winter 2024,2024,Active,2,0,ai_native,coding_devtools,spec_driven_development,,1,developers,the AI coding app for thinking. ,,,,0.85
octolane-ai,Octolane AI,Winter 2024,2024,Active,5,0,ai_native,sales_marketing,sales_copilot_revops,,1,mixed_b2b,Revenue Superintelligence,,,,0.75
ocular-ai,Ocular AI,Winter 2024,2024,Active,8,0,ai_infrastructure,data_ml_ops,expert_data_labeling,,0,mixed_b2b,Applied AI Data Research Lab Encoding Human Expertise into Machines…,,,,0.5
odo,Odo,Summer 2024,2024,Active,2,0,ai_native,productivity_assistants,email_assistant,,0,mixed_b2b,Your email assistant because you deserve a better morning,,,,0.85
offdeal,OffDeal,Winter 2024,2024,Active,15,0,ai_native,vertical_other,fintech_banking,fintech,1,smb,AI-native investment bank for small businesses,,,,0.8
offstream,Offstream,Summer 2024,2024,Active,10,0,ai_native,legal_compliance,regulatory_compliance,energy,0,enterprise,Vanta for carbon compliance,,,,0.85
onegrep,OneGrep,Winter 2024,2024,Active,2,0,ai_native,coding_devtools,devops_sre_copilots,,1,developers,AI Agent for DevOps Workflow Automation,,,,0.9
ontra-mobility,Ontra Mobility,Summer 2024,2024,Active,2,0,ai_enabled,defense_gov,govtech_public_sector,government,0,government,Platform for cities to optimize transit ,,,,0.75
onyx,Onyx,Winter 2024,2024,Active,20,0,ai_native,search_knowledge,enterprise_search,,0,enterprise,Open Source AI Chat,10,,,0.9
open,Open,Winter 2024,2024,Active,21,0,ai_native,customer_support,chat_support_agents,,1,enterprise,Enterprise AI customer support,8.52,,,0.9
openfoundry,OpenFoundry,Winter 2024,2024,Active,2,0,ai_infrastructure,model_infra,open_source_ai_deployment,,0,developers,The fastest developer experience for building on open source AI.,,,,0.85
openbenchmarks,Openbenchmarks,Fall 2024,2024,Active,4,0,ai_native,sales_marketing,agent_seo,,0,mixed_b2b,Openbenchmarks helps Agents pick the right vendors via Benchmarking,,,,0.7
opencall,Opencall,Winter 2024,2024,Active,7,0,ai_native,healthcare,practice_admin,healthcare,1,smb,Practice admin run by AI,,,,0.7
openmart,Openmart,Winter 2024,2024,Active,6,0,ai_enabled,sales_marketing,lead_enrichment,,0,mixed_b2b,Local business data intelligence platform,,,,0.6
opslane,Opslane,Summer 2024,2024,Active,1,0,ai_native,coding_devtools,ai_testing_qa,,1,developers,Verify AI-generated code before you ship it,,,,0.85
origami-2,Origami,Fall 2024,2024,Active,10,0,ai_native,sales_marketing,lead_enrichment,,1,mixed_b2b,Get your perfect customers with one prompt,,,,0.9
outerport,Outerport,Summer 2024,2024,Active,4,0,ai_native,vertical_other,supply_chain_manufacturing,manufacturing,1,enterprise,EDA for Industrial Control Systems,,,,0.75
overeasy,Overeasy,Summer 2024,2024,Active,2,0,ai_native,other_ai,unknown,,0,mixed_b2b,,,,,0.3
overlap,Overlap,Summer 2024,2024,Active,6,0,ai_native,creative_media,video_editing,media,1,mixed_b2b,Multimodal AI agents for video,,,,0.85
oway,Oway,Summer 2024,2024,Active,16,0,ai_enabled,vertical_other,logistics_freight,logistics,0,mixed_b2b,Turning America’s supply chain inefficiency into infrastructure.,,,,0.75
palmier,Palmier,Summer 2024,2024,Active,2,0,ai_native,creative_media,video_gen_editing,media,0,consumer,Video editor built for AI,,,,0.8
pandasai,PandasAI,Winter 2024,2024,Active,3,0,ai_native,data_ml_ops,conversational_data_analysis,,0,mixed_b2b,PandasAI is an open-source conversational data analysis platform with…,,,,0.8
panelytic,Panelytic,Winter 2024,2024,Active,2,0,ai_infrastructure,agent_infra,agent_identity_payments,fintech,0,developers,Payment infrastructure for machines,,,,0.6
panora,Panora,Summer 2024,2024,Active,1,0,ai_native,workflow_automation,document_processing_idp,manufacturing,1,mixed_b2b,Turning messy inboxes into ERP-Ready Data,,,,0.75
paradigm,Paradigm,Winter 2024,2024,Active,8,0,ai_native,workflow_automation,ai_spreadsheet_agents,,1,mixed_b2b,A reimagined workspace with AI at its core,,,,0.75
parahelp,Parahelp,Summer 2024,2024,Active,11,0,ai_native,customer_support,chat_support_agents,,1,mixed_b2b,Build an AI support agent that securely uses all your tools,,,,0.95
parallel,Parallel,Winter 2024,2024,Active,15,0,ai_native,healthcare,rcm_billing_prior_auth,healthcare,1,enterprise,AI agents for healthcare admin,,,,0.9
parley,Parley,Summer 2024,2024,Active,3,0,ai_native,legal_compliance,immigration_paperwork,legal,1,smb,"Automating flat-fee legal work, starting with work visas + green cards",,,,0.9
patched,Patched,Summer 2024,2024,Active,4,0,ai_native,workflow_automation,regulated_workflows,,1,enterprise,Reliable AI for Regulated Ops,,,,0.55
patchwork,Patchwork,Winter 2024,2024,Inactive,2,0,ai_enabled,productivity_assistants,team_communication,,0,mixed_b2b,Your team’s AI powered communication tool,,,,0.65
pathpilot,PathPilot,Summer 2024,2024,Active,3,0,ai_native,vertical_other,fintech_banking,fintech,1,mixed_b2b,AI Agents for Lending Operations,,,,0.85
pax,Pax,Summer 2024,2024,Active,10,0,ai_native,vertical_other,logistics_freight,logistics,1,enterprise,AI Broker for Tariff Refunds,,,,0.75
pazi,Pazi,Winter 2024,2024,Active,7,0,ai_native,workflow_automation,ai_employees,,1,smb,Platform where autonomous companies are built,,,,0.7
pearson-labs,Pearson Labs,Fall 2024,2024,Active,2,0,ai_native,legal_compliance,contracts_clm,legal,1,enterprise,AI agents to automate corporate transactions,,,,0.9
penciled,Penciled,Winter 2024,2024,Active,2,0,ai_native,healthcare,patient_scheduling,healthcare,1,smb,AI front office assistant for physical therapy,,,,0.9
permitportal,PermitPortal,Fall 2024,2024,Active,2,0,ai_native,vertical_other,construction_engineering,construction,0,mixed_b2b,AI Operating System for Pre-construction,,,,0.85
pharos,Pharos,Summer 2024,2024,Active,5,0,ai_native,healthcare,quality_reporting,healthcare,0,enterprise,Helping hospitals identify and prevent avoidable harm using AI,,,,0.85
phonely,Phonely,Summer 2024,2024,Active,10,0,ai_native,voice_ai,contact_center_voice,,1,mixed_b2b,AI call centers ,,,,0.95
pipeshift,Pipeshift,Summer 2024,2024,Active,10,0,ai_infrastructure,model_infra,inference_serving,,0,developers,Ultra-low latency inference cloud for real-time workloads,,,,0.95
piramidal,Piramidal,Winter 2024,2024,Active,10,0,ai_native,bio_science,brain_foundation_model,healthcare,0,mixed_b2b,Foundation Model for the Brain,,,,0.65
pivot-robotics,Pivot Robotics,Winter 2024,2024,Active,7,0,ai_native,robotics,industrial_automation,manufacturing,0,enterprise,AI for Robot Arms in Factories,,,,0.9
planbase,Planbase,Summer 2024,2024,Active,6,0,ai_enabled,healthcare,workforce_management,healthcare,0,smb,AI workforce management for healthcare ,,,,0.75
plume,Plume,Summer 2024,2024,Active,4,0,ai_native,vertical_other,energy_climate,energy,0,enterprise,Renewable infrastructure deployment at scale.,,,,0.85
pointone,PointOne,Winter 2024,2024,Active,35,0,ai_native,legal_compliance,timekeeping_billing,legal,0,enterprise,AI Time Platform for Law Firms,20,,,0.85
poka-labs,Poka Labs,Summer 2024,2024,Active,5,0,ai_native,sales_marketing,pricing_quoting,manufacturing,1,enterprise,"Helping industrial manufacturers win deals fast, at the right price.",,,,0.8
polished,Polished,Winter 2024,2024,Active,,0,ai_native,sales_marketing,ads_growth,,0,smb,Generate ads. Iterate till perfect.,,,,0.85
polymet,Polymet,Summer 2024,2024,Active,3,0,ai_native,creative_media,image_design_gen,,0,smb,AI Product Designer,,,,0.75
powder,Powder,Winter 2024,2024,Active,6,0,ai_native,vertical_other,fintech_banking,fintech,0,smb,AI Agents for precise document analysis,,,,0.85
praxos,Praxos,Summer 2024,2024,Active,3,0,ai_enabled,productivity_assistants,team_messaging,,0,mixed_b2b,Team messaging with built-in memory,,,,0.55
pre,Pre,Summer 2024,2024,Inactive,2,0,ai_native,productivity_assistants,founder_accountability_agent,,0,smb,The AI accountability agent for startup founders,,,,0.6
precip,Precip,Winter 2024,2024,Active,3,0,ai_native,bio_science,earth_climate_modeling,agriculture,0,mixed_b2b,High precision AI weather models,,,,0.75
preloop,Preloop,Winter 2024,2024,Active,2,0,ai_infrastructure,model_infra,ml_deployment,,0,developers,Translate your experimental scripts into production ML services,,,,0.8
presti-ai,Presti AI,Summer 2024,2024,Active,16,0,ai_native,creative_media,image_design_gen,retail,0,smb,Helping furniture companies create product visuals with AI,,,,0.85
pretzel-ai,Pretzel AI,Winter 2024,2024,Active,2,0,ai_native,other_ai,ai_tooling,,0,developers,AI tooling,,,,0.3
prosights,ProSights,Winter 2024,2024,Active,14,0,ai_enabled,vertical_other,fintech_banking,fintech,0,enterprise,ProSights is a data / AI transformation partner to PE-backed portcos.,,,,0.5
prohostai,ProhostAI,Summer 2024,2024,Active,5,0,ai_native,vertical_other,real_estate_proptech,real_estate,1,smb,AI Property Manager for Airbnb & Short-Term Rental Hosts,,,,0.8
promi,Promi,Summer 2024,2024,Active,2,0,ai_native,data_ml_ops,synthetic_data,,0,mixed_b2b,Providing quick product and design feedback via digital twins,,,,0.6
promptarmor,PromptArmor,Winter 2024,2024,Active,,0,ai_infrastructure,security,llm_security_guardrails,,0,enterprise,LLM Security and Compliance,,,,0.8
propaya,Propaya,Summer 2024,2024,Active,2,0,ai_native,vertical_other,real_estate_proptech,real_estate,0,enterprise,,,,,0.85
proxis,Proxis,Summer 2024,2024,Active,3,0,ai_native,workflow_automation,ai_employees,,1,enterprise,"The platform for enterprise AI agent automations, starting with email.",,,,0.75
pulse-3,Pulse,Summer 2024,2024,Active,22,0,ai_infrastructure,data_ml_ops,document_extraction,,0,developers,Production-grade unstructured document extraction,3.9,,,0.9
quetzal,Quetzal,Summer 2024,2024,Active,2,0,ai_native,coding_devtools,localization,,0,developers,"Simple, LLM-first translation and internationalization for software",,,,0.8
quivr,Quivr,Winter 2024,2024,Active,5,0,ai_native,customer_support,agent_assist_auto_resolution,,1,mixed_b2b,AI-powered auto-resolutions and reply suggestions for customer…,,,,0.9
roe,ROE,Winter 2024,2024,Active,9,0,ai_native,legal_compliance,grc_regulatory_compliance,fintech,0,enterprise,AI for risk and compliance,,,,0.65
radmate-ai,RadMate AI,Winter 2024,2024,Inactive,2,0,ai_native,healthcare,diagnostics_imaging,healthcare,0,enterprise,Copilot for radiologists,,,,0.9
raindrop,Raindrop,Winter 2024,2024,Active,9,0,ai_infrastructure,data_ml_ops,llm_observability,,0,developers,Sentry for AI Agents,,,,0.9
random-labs,Random Labs,Summer 2024,2024,Active,,0,ai_native,coding_devtools,coding_agents,,1,developers,Random labs is building long running autonomous coding agents.,,,,0.95
rastro,Rastro,Summer 2024,2024,Active,3,0,ai_native,vertical_other,retail_ecommerce_b2b,retail,0,smb,The fastest way to launch product catalogs.,,,,0.75
raycaster,Raycaster,Fall 2024,2024,Active,3,0,ai_native,vertical_other,other_industry,science_biotech,0,enterprise,AI for life sciences documents,,,,0.7
reactwise,ReactWise,Summer 2024,2024,Active,2,0,ai_native,bio_science,materials_chemistry,science_biotech,0,enterprise,AI Co-Pilot for Chemical Process Optimization,,,,0.85
redouble-ai,Redouble AI,Summer 2024,2024,Active,3,0,ai_infrastructure,agent_infra,orchestration_framework,,0,enterprise,Java-native multi-agentic AI operating system for enterprise,,,,0.85
reducto,Reducto,Winter 2024,2024,Active,30,0,ai_infrastructure,workflow_automation,document_processing_idp,,0,enterprise,The complete agentic document platform,108,,,0.85
refactor,Refactor,Summer 2024,2024,Active,3,0,ai_native,workflow_automation,browser_automation,,1,enterprise,"Deploying secure and reliable AI agents across healthcare, retail,…",,,,0.75
reform,Reform,Winter 2024,2024,Active,13,0,ai_native,vertical_other,logistics_freight,logistics,1,mixed_b2b,Workflow automation. Built for logistics.,,,,0.75
relari,Relari,Winter 2024,2024,Active,2,0,ai_infrastructure,agent_infra,agent_builder_evals,,0,developers,AI Agent Builder for Software 3.0,,,,0.85
relvy-ai,Relvy AI,Fall 2024,2024,Active,3,0,ai_native,coding_devtools,devops_sre,,1,mixed_b2b,AI powered debugging notebooks for incident response,,,,0.9
remade,Remade,Summer 2024,2024,Acquired,4,0,ai_native,creative_media,image_design_gen,media,0,mixed_b2b,AI-native canvas for creative workflows.,,,"Acquired by fal (generative media platform), announced 2025-11-06; fal's first acquisition, four founders joined fal; terms undisclosed.",0.75
rentflow,RentFlow,Summer 2024,2024,Active,3,0,ai_enabled,vertical_other,fintech_banking,fintech,0,smb,The AI infrastructure for cash-flow-aligned business rent,,,,0.65
reprompt,Reprompt,Winter 2024,2024,Active,3,0,ai_native,data_ml_ops,location_data_agents,,1,enterprise,AI Agents for Location,,,,0.65
rescript,Rescript,Summer 2024,2024,Active,2,0,ai_native,legal_compliance,regulatory_compliance,legal,1,enterprise,AI for Legal & Public Policy Teams,,,,0.9
resonance,Resonance,Winter 2024,2024,Acquired,2,0,ai_native,sales_marketing,marketing_content_seo,,0,mixed_b2b,Self-improving content bank for marketing,,,YC lists status as Acquired; acquirer and date not publicly disclosed; website offline,0.8
respan,Respan,Winter 2024,2024,Active,15,0,ai_infrastructure,data_ml_ops,evals_llm_observability,,0,developers,"Self-driving observability, evals, and gateway for AI agents",,,,0.9
retailready,RetailReady,Winter 2024,2024,Active,12,0,ai_enabled,vertical_other,supply_chain_manufacturing,logistics,0,mixed_b2b,An AI-powered supply chain compliance engine,,,,0.75
retell-ai,Retell AI,Winter 2024,2024,Active,50,0,ai_native,voice_ai,voice_agent_platform,,1,mixed_b2b,Supercharge Your Contact Center Operations with AI Phone Agents,,,,0.95
reticular,Reticular,Fall 2024,2024,Active,2,0,ai_native,bio_science,genomics,science_biotech,0,consumer,Scaling Genomic AI for Embryo Selection,,,,0.85
retrofix,RetroFix,Summer 2024,2024,Active,2,0,ai_native,workflow_automation,no_code_ai_automation,,1,mixed_b2b,Automate any workflow using plain english,,,,0.9
revi,Revi,Fall 2024,2024,Active,2,0,ai_native,vertical_other,fintech_banking,fintech,1,enterprise,AI-enabled M&A deal origination,,,,0.8
revyl,Revyl,Fall 2024,2024,Active,16,0,ai_native,coding_devtools,mobile_dev_platform,,0,developers,The Mobile Development Platform,,,,0.8
riskangle,RiskAngle,Summer 2024,2024,Inactive,2,0,ai_native,vertical_other,insurance,insurance,0,enterprise,AI medical summaries in minutes,,,,0.8
risotto,Risotto,Winter 2024,2024,Active,3,0,ai_native,workflow_automation,it_helpdesk_automation,,1,mixed_b2b,Risotto auto-solves IT support requests using AI,,,,0.8
riveter,Riveter,Fall 2024,2024,Active,2,0,ai_infrastructure,data_ml_ops,data_pipelines_scraping,,1,developers,Turn the web into structured data,,,,0.85
roger-2,Roger,Summer 2024,2024,Active,2,0,ai_native,sales_marketing,ai_sdr_outbound,,1,smb,Roger is an AI SDR that automates outbound sales and follows up 24/7.,,,,0.9
roundabout-technologies,Roundabout Technologies,Fall 2024,2024,Active,5,0,ai_native,defense_gov,govtech,government,0,government,Software for AI-powered traffic lights,,,,0.85
rowboat-labs,Rowboat Labs,Summer 2024,2024,Active,3,0,ai_native,productivity_assistants,personal_work_assistant,,1,consumer,Open-source AI coworker with memory ,,,,0.8
rulebase,Rulebase,Fall 2024,2024,Active,4,0,ai_native,customer_support,cx_qa_agents,,1,mixed_b2b,AI customer operations for regulated industries.,,,,0.85
runlocal-ai,RunLocal AI,Summer 2024,2024,Active,3,0,ai_infrastructure,model_infra,edge_inference_optimization,,1,developers,AI agent that optimizes inference for embedded compute like Jetson,,,,0.85
saga-ai,Saga AI,Winter 2024,2024,Active,2,0,ai_native,healthcare,patient_intake_engagement,healthcare,1,enterprise,Voice Agents for Healthcare Operations,,,,0.9
sagaland,Sagaland,Winter 2024,2024,Active,2,0,ai_native,creative_media,entertainment_platform,media,0,consumer,AI entertainment platform,,,,0.5
sagecare,Sage Care,Summer 2024,2024,Active,3,0,ai_native,healthcare,patient_intake_engagement,healthcare,1,smb,Automating home care agency operations with AI,,,,0.9
saldor,Saldor,Summer 2024,2024,Active,2,0,ai_native,finance_accounting,procurement_spend,,1,mixed_b2b,Making procurement easy,,,,0.8
sample,Sample,Winter 2024,2024,Acquired,5,0,ai_native,healthcare,healthcare_ops_copilots,healthcare,0,enterprise,Flexible systems for clinical reasoning.,,,YC lists status Acquired; acquirer and date not publicly disclosed; samplehc.com still live with no acquisition notice as of Aug 2026,0.8
sandra-ai,Sandra AI,Fall 2024,2024,Active,3,0,ai_native,vertical_other,automotive_dealers,automotive,1,smb,Building AI employees for car dealers,,,,0.9
saphira-ai,Saphira AI,Summer 2024,2024,Active,7,0,ai_native,legal_compliance,hardware_safety_certification,manufacturing,0,enterprise,The Enablement Layer for Physical AI,,,,0.7
saturn,Saturn,Summer 2024,2024,Active,18,0,ai_native,vertical_other,fintech_banking,fintech,0,mixed_b2b,Compliance and back office workflows for Wealth Managers.,,,,0.75
scape,Scape,Summer 2024,2024,Active,5,0,ai_native,productivity_assistants,email_assistant,,0,mixed_b2b,The intelligent inbox that works for you,,,,0.9
schemeflow,SchemeFlow,Summer 2024,2024,Active,5,0,ai_native,vertical_other,construction_engineering,construction,0,enterprise,AI Report Generation for Engineering & Environmental Review,,,,0.85
cpgscout,Scout,Winter 2024,2024,Active,3,0,ai_enabled,sales_marketing,revenue_analytics,retail,0,mixed_b2b,AI insights for consumer products,,,,0.75
scritch,Scritch,Winter 2024,2024,Active,,0,ai_native,vertical_other,other_industry,other,1,smb,AI operating system for veterinary care,,,,0.7
seals-ai,Seals AI,Summer 2024,2024,Active,4,0,ai_native,vertical_other,retail_ecommerce_b2b,retail,1,smb,AI Employees for Wholesalers & Distributors,,,,0.8
sensei,Sensei,Summer 2024,2024,Active,2,0,ai_infrastructure,data_ml_ops,data_labeling_annotation,,0,mixed_b2b,Robotic Training Data at Scale,,,,0.85
senso,Senso,Winter 2024,2024,Active,8,0,ai_infrastructure,agent_infra,agent_ready_data_ground_truth,,0,enterprise,Control what AI says about you,,,,0.65
sepal-ai,Sepal AI,Summer 2024,2024,Acquired,15,0,ai_infrastructure,data_ml_ops,data_labeling,,0,enterprise,Data Development for Advanced AI,,,"YC lists status as Acquired; acquirer, date, and terms not publicly disclosed as of Aug 2026.",0.9
sharpe,Sharpe,Summer 2024,2024,Active,3,0,ai_native,vertical_other,fintech_banking,fintech,1,mixed_b2b,Agents for quantitative research and financial data science.,,,,0.7
shepherd-2,Shepherd,Winter 2024,2024,Active,5,0,ai_native,vertical_other,education,education,0,mixed_b2b,Every student's personalized learning assistant,,,,0.85
shiboleth,Shiboleth,Winter 2024,2024,Active,5,0,ai_native,legal_compliance,grc_regulatory_compliance,fintech,0,enterprise,Shiboleth automates lending compliance for financial institutions…,,,,0.9
silogy,Silogy,Winter 2024,2024,Active,3,0,ai_native,coding_devtools,chip_design_debug,,0,developers,An AI-powered test and debug platform for chip developers,,,,0.7
silurian,Silurian,Summer 2024,2024,Active,6,0,ai_native,bio_science,earth_climate_modeling,energy,0,enterprise,"Foundation models to simulate Earth, starting with weather.",,,,0.9
simcare,SimCare,Summer 2024,2024,Active,7,0,ai_native,hr_recruiting,corporate_ld,healthcare,0,enterprise,AI avatars to scale healthcare training.,,,,0.7
simple-ai,Simple AI,Summer 2024,2024,Active,11,0,ai_native,voice_ai,sales_voice_agents,,1,mixed_b2b,AI voice that sells,,,,0.85
simplex,Simplex,Summer 2024,2024,Active,2,0,ai_native,healthcare,provider_enrollment_admin,healthcare,1,mixed_b2b,AI agents to enroll providers with payors,,,,0.85
smooth,Smooth,Fall 2024,2024,Active,2,0,ai_infrastructure,agent_infra,browser_computer_use_infra,,1,developers,"Fast, simple, reliable AI browser agent",,,,0.85
soff,Soff,Summer 2024,2024,Active,6,0,ai_native,sales_marketing,sales_agents,manufacturing,1,mixed_b2b,AI Agents for Distributors,,,,0.8
solari-ai,Solari AI,Winter 2024,2024,Active,1,0,ai_native,workflow_automation,no_code_ai_automation,,1,mixed_b2b,Gives non-technical team members agents that work right out of the box,,,,0.7
sonauto,Sonauto,Winter 2024,2024,Active,4,0,ai_native,creative_media,music_generation,media,0,consumer,Create hit songs with AI,,,,0.95
sonia,Sonia,Winter 2024,2024,Active,7,0,ai_native,consumer,mental_wellness,healthcare,0,consumer,"Validated mental health support in your pocket, anytime. ",,,,0.75
sorcerer,Sorcerer,Summer 2024,2024,Active,4,0,ai_enabled,bio_science,earth_climate_modeling,energy,0,mixed_b2b,Building a nervous system for the atmosphere,,,,0.7
soundry-ai,Soundry AI,Winter 2024,2024,Active,2,0,ai_native,creative_media,music_audio,media,0,consumer,Remix any song into any style,,,,0.9
spark,Spark,Winter 2024,2024,Active,5,0,ai_native,vertical_other,energy_climate,energy,0,enterprise,AI-powered workflows for energy infrastructure,,,,0.85
speck,Speck,Winter 2024,2024,Acquired,3,0,ai_native,productivity_assistants,meeting_notes,,0,mixed_b2b,AI Notetaker that automates all your admin work,,,"Acquired per YC directory; acquirer, date, and terms not publicly disclosed",0.9
spherecast,Spherecast,Summer 2024,2024,Active,7,0,ai_native,vertical_other,supply_chain_manufacturing,manufacturing,1,enterprise,AI Supply Chain Manager for CPG,,,,0.8
sphinx,Sphinx,Fall 2024,2024,Active,14,0,ai_native,legal_compliance,regulatory_compliance,fintech,1,enterprise,AI Compliance Analysts for Banks & Fintechs,,,,0.85
spur,Spur,Summer 2024,2024,Active,8,0,ai_native,coding_devtools,ai_testing_qa,,1,developers,Spur is your AI QA Engineer. Test your websites with natural language.,,,,0.9
starjar,StarJar,Winter 2024,2024,Acquired,11,0,ai_native,healthcare,document_processing,healthcare,0,enterprise,Starjar automates inbound document processing workflows for hospitals,,,Acquired by PLAUD.AI (PLAUD Inc.) on 2025-04-15 to power PLAUD for Business; price not disclosed,0.85
starcloud,Starcloud,Summer 2024,2024,Active,12,0,ai_infrastructure,hardware_semis,datacenter_infra,,0,enterprise,Data centers in space,,,,0.85
stardrift,Stardrift,Summer 2024,2024,Active,3,0,ai_native,consumer,shopping_travel_lifestyle,travel,1,consumer,AI travel planner,,,,0.9
stewdio,Stewdio,Fall 2024,2024,Active,2,0,ai_native,creative_media,video_gen_editing,media,0,mixed_b2b,All-in-one AI creative platform,,,,0.9
storia-ai,Storia AI,Summer 2024,2024,Active,2,0,ai_native,coding_devtools,codebase_understanding,,0,developers,Open source AI copilot that knows your company's code and its context,,,,0.9
streamable,Streamable,Fall 2024,2024,Active,4,0,ai_enabled,creative_media,entertainment_industry_tools,media,0,consumer,Powering the biggest IRL streamers today.,,,,0.3
struct-ai,Struct,Fall 2024,2024,Active,3,0,ai_native,coding_devtools,devops_sre,,1,mixed_b2b,Agents that keep prod running,,,,0.9
substrate,Substrate,Summer 2024,2024,Active,2,0,ai_native,healthcare,rcm_billing,healthcare,1,mixed_b2b,Artificial Intelligence for your medical billing team,,,,0.9
superagent,Superagent,Winter 2024,2024,Active,2,0,ai_infrastructure,security,llm_security_guardrails,,0,developers,Security for AI-native developers,,,,0.85
superunit,Superunit,Summer 2024,2024,Active,5,0,ai_native,hr_recruiting,employment_verification,,1,enterprise,"Faster, more profitable background checks with AI",,,,0.8
