niche_id,niche_name,domain_name,area_name,description,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
support_cx__regulated_vertical_agents,Compliant support agents for regulated products,"Sales, Marketing & Support",Support & customer experience,"AI support agents purpose-built for fintech, insurance, and healthcare products, with audit trails, disclosure/compliance guardrails, and regulator-ready conver",5.49,8,7,3,5,6,7,4,0.6,40,30,,"Salesforce's ~$3.6B acquisition of Intercom/Fin (Jun 2026) and pay-per-resolution pricing going institutional (Salesforce Jun 2026, Deloitte rev-rec guidance Ju"
compliance_grc__fincrime_ops_agents,Financial-crime compliance ops agents,"Finance, Legal & Compliance","Compliance, GRC & AI governance","AI agents that do AML analyst work — alert triage, enhanced due diligence, sanctions-screening dispositions, SAR narrative drafting — for fintechs, credit union",5.49,9,6,3,4,6,8,4,0.5,206,40,,"2024-2025 LLMs made analyst-grade narrative and evidence work automatable, and sponsor-bank/BaaS enforcement actions since 2024 pushed fintech compliance budget"
recruiting_talent__intl_clinician_pipeline,International clinician recruitment pipeline automation,"People, HR & Work",Recruiting & talent,"AI paperwork engine for recruiting foreign-educated nurses and allied health workers: credential evaluation, NCLEX/state licensure sequencing, visa-screen docum",5.49,4,8,7,5,6,7,5,0.5,3,30,Labor shortages,"2024-25 document-understanding models made multi-jurisdiction credential/visa paperwork automatable just as the post-pandemic nurse shortage (5.8M globally, ICN"
learning_upskilling__nurse_educator_leverage,AI clinical-sim preceptors for nursing education,"People, HR & Work",Corporate learning & upskilling,"AI patient simulations, auto-graded competency checkoffs, and preceptor copilots that let nursing schools and hospital education departments train more students",5.49,5,8,5,5,6,7,6,0.5,8,30,Voice crossed threshold,"Voice+vision models crossed clinical-conversation believability in 2025, just as the nurse-faculty vacancy crisis (1,588 vacancies) makes throughput, not conten"
rcm_prior_auth__payer_um_audit_trail,Payer UM compliance audit trail,Healthcare & Medicine,"RCM, billing & prior authorization",System of record for health plans proving every AI-assisted utilization-review denial was signed off by a licensed clinician and that the model was periodically,5.49,3,9,8,3,7,7,7,0.45,1.5,60,,SB 1120 effective Jan 2025 with multiple states introducing copies through 2025-26 makes the physician sign-off itself the compliance artifact (f2 demand-shifts
materials_climate_sci__formulation_copilot,Formulation R&D copilot for specialty chemicals,Science & Biotech,"Materials, chemistry & earth science","AI system that ingests decades of a formulator's lab notebooks and trial data (coatings, adhesives, cosmetics, food) and proposes next-experiment designs and re",5.49,6,5,5,6,6,7,5,0.4,10,25,,"2024-25 multimodal LLMs made extraction of legacy handwritten/PDF lab-notebook data practical for the first time, and incumbents (Citrine, Uncountable) target e"
robot_software__real2sim_environment_service,Scan-to-sim training environments as a service,Robotics & Physical AI,"Robot software, fleet ops & sim","Turn a phone/LiDAR scan of a customer's actual warehouse, kitchen, or lab into photoreal, physics-ready simulation worlds for training and regression-testing ro",5.49,2,8,6,7,5,7,8,0.45,0.6,25,Robotics foundation models,"World Labs shipped its public World API (Jan 21, 2026) and R2S2R robot-training worlds (Jul 28, 2026), making photoreal env generation an API call rather than a"
defense_ai__export_control_classification,AI export-control and dual-use classification,"Defense, Space & Government",Defense & national security AI,"LLM-based ITAR/EAR/EU-dual-use classification and licensing workflow for drone, sensor, and AI hardware companies: classifies parts (ECCN/USML), screens counter",5.49,3,8,6,7,5,7,6,0.5,1.5,15,,"Rearmament (€800B ReArm, Mar 2025) plus tightened US/EU dual-use lists means every new drone/AI startup hits export control on its first foreign sale, and 2025-"
outcome_marketplaces__per_filing_licensing_firm,Per-filing licensing and permit delivery firm,AI-Native Business Models,Outcome marketplaces & work platforms,"An AI-native services firm that sells completed regulatory filings as products — business licenses, professional and trade licenses, multi-state registrations a",5.47,5,6,6,7,6,7,6,0.5,6,25,,"The AI-native-services (AINS) playbook — hire the licensed professionals, pair them with AI, sell the outcome — became a named, VC-organized movement by Aug 19,"
agent_orchestration__workflow_versioning_rollback,"Agent workflow versioning, replay, and rollback",Agent Infrastructure,Orchestration & multi-agent systems,"CI/CD for agent behavior: snapshot prompts+tools+memory+model as immutable versions, eval-gate every change, deterministically replay past runs against new vers",5.44,2,8,7,7,5,7,6,0.45,0.5,15,,"Anthropic's Aug 2026 A/B-tested effort reductions in Claude Code showed teams they can't even trust the vendor layer to be stable, and model-swap churn (GPT-5.6"
finetuning_specialization__domain_world_models,Fine-tuned domain world models for simulation,Models & Compute,Fine-tuning & model specialization,"Fine-tune open interactive world models (NVIDIA SANA-WM, 2.6B) on proprietary domain video to sell simulation/training products — surgical rehearsal, driving ed",5.44,2,8,8,5,6,6,8,0.5,0.5,40,Robotics foundation models,"NVIDIA open-sourced SANA-WM (2.6B, 1-min interactive 720p) on May 16 2026 — the first open world model trainable on a seed-stage budget — and World Labs shipped"
llm_evals__annex3_conformity_eval_evidence,EU AI Act eval-evidence pipelines,"Data, Evals & AI Quality","LLM evals, testing & observability",Continuous testing pipelines that generate the accuracy/robustness evidence and Annex IV technical documentation high-risk AI deployers and providers must keep ,5.44,3,10,4,5,6,7,9,0.5,2.0,30,EU AI Act enforcement,"The EU AI Act high-risk regime went live 2 Aug 2026 — three weeks before this scan — making eval evidence legally mandatory for every EU-touching HR-tech, edtec"
sales_automation__cpq_deal_desk_agents,AI deal desk and quoting agents,"Sales, Marketing & Support",Sales agents & revenue automation,"Agent that replaces legacy CPQ and deal-desk queues for mid-market B2B: natural-language quote building against price books, automated approval routing, discoun",5.44,5,6,5,5,7,7,6,0.45,8,30,,"Salesforce's move of legacy CPQ to end-of-sale (announced 2025, per industry coverage; unverified this pass) opens a forced-migration window through 2027 for AI"
vertical_ops_other__franchise_hq_ops_agents,Franchise HQ operations and compliance agents,Operations & Back-office Automation,Industry back-office (cross-cutting),"AI agents for franchisors: royalty-report ingestion and audit, franchisee P&L collection and benchmarking, brand-standards/location compliance checks, and new-l",5.44,5,5,6,6,6,7,5,0.4,8,20,,2024-25 document+spreadsheet extraction made messy franchisee-submitted royalty/P&L data machine-readable; FranConnect-era incumbents predate LLMs and Delightre
clinical_documentation__nursing_inpatient,Nursing documentation copilot for hospitals and SNFs,Healthcare & Medicine,Clinical documentation & scribing,"Ambient voice plus flowsheet automation that drafts shift assessments, wound care, med-pass, and handoff notes for RNs, cutting the ~25-30% of nurse time spent ",5.44,8,8,4,3,6,7,5,0.5,60,60,Voice crossed threshold; Labor shortages,"267,330-FTE RN shortage projected by 2028 (HRSA, Dec 2025) plus physician-scribe saturation is pushing ambient vendors and hospital budgets toward nursing in 20"
aging_care__family_caregiver_agent,Family-caregiver coordination agent,Healthcare & Medicine,"Aging, home care & caregiving","Shared care hub for the sandwich-generation adult child, with a voice agent that actually makes the phone calls: scheduling appointments, chasing pharmacies, ca",5.44,4,8,4,8,4,7,6,0.45,2.5,10,Voice crossed threshold,"2025-26 real-time voice agents can complete real phone calls to providers/pharmacies/insurers, turning coordination apps (which always failed) into done-for-you"
aging_care__guide_dementia_navigation,Dementia-care navigation ops for GUIDE providers,Healthcare & Medicine,"Aging, home care & caregiving","Workflow and documentation platform for organizations in CMS's GUIDE dementia model: care-navigator caseload automation, 24/7 caregiver support line (voice agen",5.44,3,9,6,5,6,7,7,0.4,1,15,Voice crossed threshold; Aging demographics,"GUIDE payments began July 2024 with a second cohort in 2025; by 2026 participants feel navigator-caseload and reporting pain, and voice agents can now staff the"
lab_automation__agentic_discovery_service,Agentic in-silico discovery as a service,Science & Biotech,Lab automation & AI scientists,"An AI-native service firm that runs agentic literature mining plus in-silico screening loops to deliver validated candidate shortlists (catalysts, electrolytes,",5.44,4,7,5,5,5,9,8,0.55,3.0,30,,"Fable 5-class models crossed the novel-science threshold in 2026 (blind-review preference ~80%) and Discovered Materials (YC P26, Aug 12 2026) proved the agenti"
fraud_identity__elder_fraud_shield,Elder-fraud shield with family-in-the-loop,"Security, Fraud & Trust","Fraud, deepfakes & identity",Transaction- and communication-level scam detection for older adults with escalation to adult children and bank fraud teams: monitors accounts (via aggregation),5.44,3,8,5,8,5,7,5,0.4,1.5,20,Voice crossed threshold,"AI-enabled fraud is compounding at 32% CAGR toward $40B US losses by 2027 (Deloitte, 2024) exactly as the 65+ share of the population heads to 20% by 2030 — voi"
drones_aerial__vertical_inspection_services,Vertical drone inspection services with AI,Robotics & Physical AI,Drones & aerial autonomy,"An AI-leveraged drone inspection services business (fly + analyze + report) focused on one asset class such as utility lines, solar farms, or insurance roofs, u",5.44,6,7,4,7,4,7,5,0.6,10.0,30,,"Services model buildable since ~2018, but 2024-26 VLM analysis plus impending Part 108 BVLOS (NPRM Aug 2025) collapse the cost of the analysis half and unlock r"
govtech__benefits_eligibility_agents,Benefits eligibility and renewal processing agents,"Defense, Space & Government",Government services & govtech,"AI caseworker copilots that verify documents, determine SNAP/Medicaid eligibility, and process renewals for state and county human-services agencies drowning in",5.44,6,8,6,3,6,7,6,0.4,15,40,,2025 federal work-requirement and eligibility-recheck expansions plus post-DOGE staff attrition (DOGE wound down July 2026 leaving cuts in place) sharply raised
manufacturing_engineering__reshoring_supplier_qualification,Supplier discovery and qualification for reshoring,Industry Verticals (Built World & Commerce),Manufacturing & industrial engineering,"Agents that find domestic suppliers who can actually make a part, run total-cost-of-ownership comparisons vs offshore, and automate the months-long qualificatio",5.44,4,8,6,5,6,7,6,0.45,3,20,Tariffs & reshoring,2025-26 tariff regime plus >$630B CHIPS-attributed reshoring investment made domestic re-sourcing urgent; the 2025 Reshoring Initiative survey ranks TCO analysi
agriculture_food__farm_program_paperwork_agents,Farm program & ag-labor paperwork agents,Industry Verticals (Built World & Commerce),Agriculture & food supply,"Agents that prepare USDA/FSA/NRCS program applications, crop-insurance claims and acreage reports, and H-2A guest-worker filings for farms, crop-insurance agenc",5.44,3,6,7,7,5,7,6,0.45,2,10,Cheap computer use; Labor shortages,"2025-26 model reliability on long regulated forms plus computer-use agents for government portals (OSWorld-class, 2026) finally make county-office paperwork aut"
education__sped_iep_compliance,Special-ed IEP drafting and compliance automation,Industry Verticals (Built World & Commerce),Education & training institutions,"AI system-of-record for special education: drafts legally-compliant IEPs/504s from evaluations, tracks service-minute delivery and deadlines, and generates stat",5.44,5,7,5,5,7,7,5,0.5,18,30,Labor shortages,2024-25 LLMs made evaluation-to-draft-IEP generation reliable while IEP counts hit a record 15.2% of students (2022-23) against persistent SPED staff shortages.
consumer_commerce_travel__auto_purchase_agent,Car buying and lease negotiation agent,Consumer AI,"Shopping, travel & lifestyle","A buyer-side agent that specs the right vehicle, solicits and negotiates out-the-door quotes across dealers by email and voice, checks incentives, financing and",5.42,7,6,5,6,6,7,5,0.55,30,40,Voice crossed threshold; Tariffs & reshoring,"Commodity-cost voice agents (2026) make dealer-by-dealer outbound negotiation economic for the first time, while 25% semiconductor tariffs from Jan 2026 and rec"
ai_rollups__hoa_property_mgmt_rollup,AI-native HOA and small property management rollup,AI-Native Business Models,AI-powered rollups & buyouts,"Buy small community-association and residential property management companies — sticky multi-year board contracts, brutal call/email volume, chronic staff churn",5.42,7,7,5,4,6,8,7,0.5,25.0,150,,"The single largest cost in association management is homeowner phone/email volume, which only became reliably agent-handleable in the last year; Dwelly's $170M "
agent_reliability__agent_certification_insurance_audit,Independent SLA/accuracy certification for enterprise agents,Agent Infrastructure,"Agent observability, evals & reliability","Third-party benchmark audits certifying an AI agent's accuracy, safety, and SLA claims (AIUC-1-style), sold to agent vendors to unblock enterprise procurement a",5.39,3,9,6,4,7,7,7,0.5,1,30,EU AI Act enforcement,"AIUC-1 certifications and the first insured AI agents (ElevenLabs, Intercom) landed 2025-2026, and EU AI Act high-risk obligations went live 2 Aug 2026 — enterp"
synthetic_data__agent_qa_sandboxes,Synthetic sandboxes for pre-production agent testing,"Data, Evals & AI Quality",Synthetic data & simulation,"Dev tool that generates realistic mock APIs, seeded databases, synthetic users, and adversarial scenarios so teams can stress-test AI agents (including prompt-i",5.39,3,8,5,8,4,6,7,0.55,1.0,15,,Agents moved into production against real systems in 2025-26 and high-profile failures (e.g. WIRED Aug 2026: OpenAI's browser hijacked via prompt injection to s
llm_evals__vertical_procurement_benchmarks,Procurement-grade vertical AI benchmarks,"Data, Evals & AI Quality","LLM evals, testing & observability","Independent, domain-specific eval suites (legal, finance, healthcare, insurance AI) sold to enterprise BUYERS to score vendors before and after purchase — the '",5.39,3,8,5,6,6,8,6,0.5,2.0,30,,"Agentic AI purchases exploded in 2025-26 (Gartner GenAI spend $644B in 2025) while agent-task benchmarks only became practical with 2025-26 tool-use models, and"
voice_platforms__embedded_voice_sdk,Embedded on-device voice SDK for hardware,Voice & Communication,Voice agent platforms & infra,"A licensable <25MB TTS + local STT + wake/intent SDK for appliance, toy, automotive, and industrial-device makers — no cloud bill, no connectivity requirement, ",5.39,3,7,7,5,6,7,7,0.45,1,25,Voice crossed threshold,"Sub-25MB SOTA-for-size TTS (KittenTTS, Mar 2026, runs on Raspberry Pi) plus real-time voice+vision on laptop-class hardware (Apr 2026) made cloud-free product v"
translation_communication__healthcare_ai_interpreting,HIPAA-compliant AI interpreting for clinics,Voice & Communication,Translation & cross-language communication,"Real-time speech-to-speech medical interpretation (app/kiosk/phone line) sold to clinics, FQHCs, dental and urgent-care groups as a 10x-cheaper alternative to L",5.39,4,7,5,5,6,8,7,0.6,3,40,Voice crossed threshold,"Human-grade voice turn-taking hit commodity cost (Tavus Sparrow-1 55ms, Jan 2026) just as the first HIPAA AI-interpreting seed rounds landed (No Barrier, Dec 20"
marketing_creative_ops__influencer_ugc_ops_agents,Agentic influencer/UGC program operations,"Sales, Marketing & Support","Marketing, content & brand ops","AI agents that run the whole creator-program back office — discovery, outreach, negotiation, contracts, usage rights, whitelisting, shipping, payments, and perf",5.39,5,7,4,7,5,7,5,0.6,6,15,Voice crossed threshold,"2025-26 agent stacks (email/voice outreach, contract drafting, payment rails) made end-to-end program ops automatable; incumbents like GRIN launched AI operator"
legal_work__probate_automation,AI probate and estate administration,"Finance, Legal & Compliance",Legal work & law firms,"Agentic service that runs probate end-to-end for executors — court petitions, notices, inventories, creditor claims, distributions — flat-fee with attorney over",5.39,4,8,6,6,5,7,5,0.4,5,40,Aging demographics,The great wealth transfer (demographic certainty: boomer estates through 2040s) meets 2024-25 agents capable of multi-month document-and-deadline orchestration.
compliance_grc__ai_auditor_tooling,Workbench for AI auditors and notified bodies,"Finance, Legal & Compliance","Compliance, GRC & AI governance","Pick-and-shovel software for the people who must certify AI systems — notified bodies, LL144 bias-audit firms, internal audit teams: evidence intake, sampling, ",5.39,1,8,8,6,5,7,8,0.45,0.2,10,,"EU notified bodies for AI and member-state sandboxes had to be operational by 2 Aug 2026, creating a brand-new auditor class with no purpose-built tooling (f2 f"
insurance_ops__ai_agent_liability_mga,AI agent liability insurance MGA,"Finance, Legal & Compliance",Insurance operations,"An MGA underwriting liability cover for losses caused by autonomous AI agents (hallucinated commitments, erroneous transactions), paired with a certification/ev",5.39,1,9,7,3,8,9,8,0.5,0.05,150,,"Enterprise agent deployments scaled through 2025-26 and the first agent-failure loss data and policies (AIUC-1, ElevenLabs cover) appeared within the last year,"
hr_workforce_ops__care_shift_scheduling,AI scheduling and shift-fill for care facilities,"People, HR & Work",HR ops & workforce management,"Scheduling plus automated open-shift filling for senior-care, home-care and nursing facilities: demand-based schedules, then voice/SMS agents that call down the",5.39,6,7,3,6,6,7,5,0.6,12,20,Voice crossed threshold; Aging demographics,"2025-26 human-grade, ~55ms-latency voice agents (Tavus Sparrow-1 GA Jan 2026) made automated multilingual call-down of phone-first hourly workers viable for the"
hr_workforce_ops__credential_compliance,Certification and license compliance for shift workforces,"People, HR & Work",HR ops & workforce management,"Automated tracking, primary-source verification, and renewal orchestration of employee licenses/certifications (CNA/RN licenses, DOT cards, trade certs, food-sa",5.39,4,6,5,7,6,7,5,0.45,3,15,Cheap computer use,2025-26 computer-use agents can now do primary-source verification against the long tail of state registry portals that killed prior automation attempts.
vertical_ops_other__dental_billing_rcm_agents,Dental insurance verification and billing agents,Operations & Back-office Automation,Industry back-office (cross-cutting),"AI agents that do dental eligibility verification, claims submission, attachment handling, denial follow-up, and payer-portal drudgery for practices and DSOs — ",5.39,7,5,4,6,5,7,5,0.5,20,30,Cheap computer use,2025-26 computer-use models can finally drive payer portals and Windows thick-client PMS (Dentrix/Eaglesoft) reliably enough to price per completed claim (F1: C
rcm_prior_auth__patient_denial_appeals,Consumer denial-appeal service,Healthcare & Medicine,"RCM, billing & prior authorization","Direct-to-patient AI that turns a denial letter plus medical history into an evidence-based appeal (Claimable model): flat-fee or success-fee, sold online, targ",5.39,3,7,6,9,3,7,5,0.5,1,10,,"2024-25 LLMs enabled clinically-cited appeals at consumer price points, and public anger at insurer denials (late 2024 onward) plus rising denial rates created "
aging_care__home_care_agency_ops,Home-care agency back-office automation,Healthcare & Medicine,"Aging, home care & caregiving","Agentic ops platform for non-medical home care agencies: scheduling/call-out coverage, EVV, authorization tracking, billing/denials, payroll. Sold per-agency to",5.39,6,8,3,6,6,7,4,0.6,15,15,Aging demographics,"2023-24 LLMs enabled agentic scheduling/billing, but the window is partly consumed - Sensi and Careswitch already occupy the AI-native position (verified Aug 20"
consumer_health__midlife_hormone_care,AI-native perimenopause and hormone care,Consumer AI,Consumer health & coaching,"A longitudinal midlife women's health service that tracks symptoms and labs, runs the hormone-therapy titration loop with a clinician in the loop, and manages t",5.37,6,8,4,5,6,7,8,0.45,15,60,,"The FDA removed the boxed warnings on cardiovascular disease, breast cancer and probable dementia from menopausal hormone therapy products in 2026, reversing th"
gaming_3d__engine_native_coding_agent,Unity-native agentic co-developer,Creative & Entertainment,Gaming & 3D worlds,"An in-editor coding agent that reads the actual Unity project graph — scenes, prefabs, ScriptableObjects, C# assemblies, addressables — and executes multi-step ",5.37,4,7,5,8,5,7,7,0.6,3.0,25,MCP standardization; Software 10x cheaper,"MCP-based agent integrations plus 2026-class coding agents made editor-resident, project-aware agents shippable; Ludus 1.0 proved paid demand on the Unreal side"
edge_chips_infra__private_inference_appliance,Air-gapped inference appliance for regulated mid-market,AI Hardware & Devices,Edge AI chips & compute hardware,"A turnkey desk-side/rack box built from off-the-shelf GPU or NPU modules running open-weight frontier-class models plus one vertical app pack (legal dictation, ",5.37,6,9,5,4,5,8,8,0.6,8.0,120,EU AI Act enforcement; Inference price collapse,"MIT-licensed DeepSeek V4 (Apr 24, 2026, 1.6T/49B-active, 1M context) and Gemma 4 edge variants (Apr 2026) made near-frontier quality run on a single box, while "
datacenter_energy_hw__btm_power_dev_tooling,Behind-the-meter power project development software,AI Hardware & Devices,Datacenter & energy infrastructure,"Development-stage tooling for the 'bring your own generation' wave: gas turbine/fuel-cell/BESS sizing and dispatch modeling, air-permit and PUC filing generatio",5.37,4,9,6,5,6,7,8,0.55,4.0,45,,"Onsite generation went mainstream in 2026 — Microsoft's 2GW West Texas campus with onsite gas (Jun 22 2026), Amazon behind one of the largest planned US gas pla"
app_builders__smb_internal_tools,AI internal-tool builder for SMB ops teams,Software Creation & Developer Tools,Prompt-to-app builders & malleable software,"A prompt-to-app platform tuned for non-technical ops managers at SMBs to replace spreadsheet/Airtable duct-tape with real internal tools (inventory, scheduling,",5.34,6,7,3,8,5,5,4,0.6,12.9,15,Software 10x cheaper,"Agentic app generation (Replit Agent Sep 2024, Lovable 2025) made non-dev internal tools real, but the generalist window opened in 2024-25 and is heavily consum"
dev_knowledge__agent_ready_docs,Agent-readiness layer for API vendors,Software Creation & Developer Tools,"Docs, onboarding & dev knowledge","Middleware and analytics that make a SaaS/API vendor's docs and product consumable by AI agents: token-efficient doc serving, llms.txt/MCP endpoints, and 'agent",5.34,4,8,4,8,4,5,7,0.55,3,8,MCP standardization,"llms.txt v2 shipped Aug 17 2026 and Cloudflare launched Agent Readiness scoring Apr 2026, while Mintlify reports 2B+ agent doc visits — agent consumption of doc"
dev_knowledge__agent_context_ops,Agent knowledge-artifact ops for enterprises,Software Creation & Developer Tools,"Docs, onboarding & dev knowledge","Governance and continuous maintenance of the new knowledge layer enterprises are accreting around coding agents — AGENTS.md files, skills, rules, and agent memo",5.34,3,9,5,7,5,4,8,0.4,1,10,Software 10x cheaper,"Skills/AGENTS.md became the de facto knowledge format across Codex and Claude Code fleets in late 2025-2026 (Every's Monologue case, Aug 2026; Tessl registry la"
agent_reliability__replay_drift_compiler,Deterministic replay and drift-hardening for computer-use agents,Agent Infrastructure,"Agent observability, evals & reliability","Record a browser/desktop agent run once, compile it into a cheap deterministic replayable script, continuously regression-test it, and fall back to the model on",5.34,3,7,7,7,5,4,7,0.5,2,15,Cheap computer use,Cloudflare Kitesurf (Aug 2026) made agent browsers 3-7x cheaper and Libretto (Apr 2026) proved the record-then-replay pattern — the compile-to-deterministic lay
synthetic_data__regulated_edge_cases,Synthetic edge-case suites for regulated models,"Data, Evals & AI Quality",Synthetic data & simulation,"Generates adversarial and rare-scenario test data (fraud patterns, fair-lending counterfactuals, clinical corner cases) packaged as auditable test suites that b",5.34,3,8,6,5,6,7,7,0.5,1.5,25,EU AI Act enforcement,"EU AI Act high-risk-system obligations (data governance, accuracy/robustness testing, conformity assessment) began phasing in Aug 2026, creating a compliance-fo"
retrieval_context_data__public_records_semantic_search,Semantic search over US permits and planning records,"Data, Evals & AI Quality","Retrieval, RAG & data pipelines for AI","A normalized, retrieval-ready corpus of US planning applications, zoning codes, and permit histories across thousands of jurisdictions, sold as search/API to de",5.34,3,6,7,5,7,7,6,0.45,0.8,40,,"Tract's July 2026 postmortem explicitly named 'semantic search over planning applications and appeals' as what should exist, and Flash-tier 1M-context models (A"
sales_automation__partner_channel_ops_agents,Partner and channel ops agents,"Sales, Marketing & Support",Sales agents & revenue automation,"Agents that run partnership revenue ops: deal registration, co-sell coordination with hyperscaler marketplaces (AWS/Azure/GCP private offers), partner-sourced p",5.34,5,6,6,5,6,7,5,0.4,6,20,,Marketplace-led B2B selling (cloud committed-spend burn-down) surged 2024-26 while no AI-native player owns partner ops; agents can now handle the cross-org coo
procurement_supply__midmarket_tail_spend,Autonomous tail-spend sourcing for mid-market,Operations & Back-office Automation,Procurement & vendor ops,"An AI buyer that handles the long tail of unmanaged purchases (the ~20% of spend across thousands of small vendors) for mid-market companies: intake, three-quot",5.34,5,6,4,6,6,8,5,0.6,6,20,,"Fairmarkit's Apr 2026 'Total Agentic Sourcing' launch proved autonomous sourcing agents work at enterprise scale, while mid-market ($50M-$1B revenue, no procure"
ai_soc__agent_injection_defense,Runtime injection defense for computer-use agents,"Security, Fraud & Trust",AI security operations,"A security layer (proxy/firewall + detection evals) that protects deployed browser and computer-use agents from prompt injection, tool poisoning, and data exfil",5.34,3,9,5,7,5,4,8,0.55,1.5,15,MCP standardization; Cheap computer use,"OpenAI's Atlas browser was shut down Aug 9, 2026 with prompt-injection hijacking a stated wound (WIRED, Aug 5, 2026), and agent-browser/MCP injection defense re"
fraud_identity__payment_instruction_verification,Out-of-band verification for payment instructions,"Security, Fraud & Trust","Fraud, deepfakes & identity",Automated out-of-band verification of vendor bank-detail changes and wire requests to defeat voice-cloned CFO/vendor fraud (BEC): cryptographic callback workflo,5.34,4,8,4,7,6,6,5,0.45,2.5,20,Voice crossed threshold,"Commodity voice cloning (3-second samples) broke phone-callback controls in 2024-25, and Deloitte projects BEC-style losses ~4x by 2027 — the manual verificatio"
govtech__resident_voice_agents,Resident-facing voice agents for local government,"Defense, Space & Government",Government services & govtech,"AI phone/chat agents that answer resident calls, take service requests, and route work for the long tail of small cities, counties, and special districts that c",5.34,4,7,4,6,6,8,6,0.5,3,20,Voice crossed threshold,"Voice agents became production-grade and cheap in 2025, and post-DOGE-era budget/headcount pressure (DOGE ended July 2026 with cuts institutionalized) makes 24/"
construction__trade_estimating,Takeoff-to-bid copilots for specialty trade contractors,Industry Verticals (Built World & Commerce),Construction & engineering,"AI that reads plan sets and produces quantified takeoffs and priced bids for electrical/mechanical/plumbing subs, so shorthanded estimators can bid more work in",5.34,6,7,3,7,5,7,4,0.5,12,15,Labor shortages,"Multimodal plan-reading crossed usable accuracy in 2024-25, and the 2025-26 skilled-trades shortage made the estimator, not the crew, the bottleneck (f2 evidenc"
companionship_social__irl_friendship_orchestrator,AI-orchestrated real-world friendship and community,Consumer AI,Companionship & social,"AI matches strangers into recurring small-group dinners, activities, and interest communities, handling personality matching, venue logistics, and post-event fo",5.34,5,7,4,7,6,6,4,0.6,6.0,12,,"The loneliness epidemic is now official policy (US Surgeon General advisory May 2023, WHO 'global public health concern' Nov 2023) and dating-app revenue declin"
audio_music__synthetic_audio_provenance,"AI-music provenance, labeling and catalog integrity",Creative & Entertainment,Music & audio,"Infrastructure that detects AI-generated and AI-assisted audio, attaches machine-readable provenance/disclosure metadata, and gives distributors, DSPs and label",5.32,3,9,6,6,7,4,9,0.5,1.5,40,,"Deezer reported AI-generated tracks passed 50% of daily new uploads on 21 July 2026, Apple Music announced AI tags in August 2026 while pushing the labeling obl"
agent_reliability__voice_agent_simulation_qa,Voice-agent simulation testing and production QA,Agent Infrastructure,"Agent observability, evals & reliability","Simulated-caller stress testing, regression suites, and production call monitoring for voice AI agents in regulated verticals (healthcare, finance, insurance). ",5.29,4,9,4,7,5,6,5,0.55,3,15,Voice crossed threshold,"Human-grade voice latency (Tavus Sparrow-1, Jan 2026) pushed voice agents into high-stakes verticals, and Coval's 2026 $28M Series A shows the QA budget line fo"
llm_evals__clinical_ai_accuracy_monitoring,Continuous accuracy monitoring for clinical AI,"Data, Evals & AI Quality","LLM evals, testing & observability","Ongoing accuracy/drift monitoring and audit-ready reporting for deployed healthcare AI (ambient scribes, coding models, utilization-review models), producing th",5.29,3,8,6,4,7,7,7,0.5,1.5,60,,"California SB 1120 (effective 2025) requires payer AI to be 'periodically reviewed for accuracy' and open to regulator audit, and CHAI shipped its agentic-AI te"
applied_voice__patient_access_calls,Patient-access call automation for specialty clinics,Voice & Communication,Applied voice agents by industry,"AI phone agents handling scheduling, intake, refills, referrals, and reminders for medical groups, integrated with the EHR.",5.29,7,7,3,5,6,7,4,0.65,44,40,,2024-25 latency and reliability made HIPAA-grade phone automation credible; adoption is mid-wave — Assort already claims 23+ specialties.
applied_voice__government_service_lines,Government service-line voice agents,Voice & Communication,Applied voice agents by industry,"AI phone agents for city/county service lines and 911 non-emergency overflow — answering permits, utilities, records, and routing questions 24/7 in many languag",5.29,5,6,6,4,7,7,5,0.5,6,30,Voice crossed threshold; Labor shortages,"Post-2024 multilingual voice quality plus chronic dispatcher/clerk staffing shortages; category leaders are still Series A (Polimorphic, Jan 2026-era raise) — e"
translation_communication__cross_border_sales_agents,Multilingual voice agents for cross-border commerce,Voice & Communication,Translation & cross-language communication,"AI voice/chat agents that let SMB exporters, marketplaces, and logistics brokers sell and support customers across languages — native-quality real-time interpre",5.29,6,7,3,7,4,7,5,0.5,12,20,Voice crossed threshold,"Frontier speech models reached usable cross-language latency/quality in 2025 (Mistral Voxtral Jul 2025, Kyutai Hibiki Feb 2025), but horizontal voice-agent plat"
translation_communication__on_device_interpretation_frontline,On-device interpretation for hospitality and frontline,Voice & Communication,Translation & cross-language communication,"Fully offline/on-prem real-time interpretation on iPads, kiosks, and earbuds for hotels, restaurants, retail, and privacy-mandated settings (legal offices, scho",5.29,3,6,7,6,4,8,7,0.45,1,25,Voice crossed threshold,"On-device speech stacks became free and good in 2026: KittenTTS <25MB (Mar 2026), macOS 26 native speech APIs beating Whisper-Small (Jul 2026), real-time voice+"
