niche_id,niche_name,domain_name,area_name,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
aging_care__family_caregiver_agent,家屬照顧者協調代理,醫療與健康照護,高齡、居家照護與長照,5.44,4,8,4,8,4,7,6,0.45,2.5,10,語音跨過可用門檻,2025-26 年的即時語音代理已能真正完成打給醫療院所／藥局／保險公司的電話，把（一向失敗的）協調類 App 變成代勞型勞務；YC 2026 秋季 RFS 也明確提出
aging_care__guide_dementia_navigation,GUIDE 失智照護導航營運平台,醫療與健康照護,高齡、居家照護與長照,5.44,3,9,6,5,6,7,7,0.4,1,15,語音跨過可用門檻; 人口高齡化,GUIDE 給付於 2024 年 7 月開始，2025 年再有第二批參與者；到 2026 年參與者已感受到導航師案量與報表的痛點，而語音代理現在能撐起法定的 24/7 照顧者專線。
lab_automation__agentic_discovery_service,代理式電腦模擬探索即服務,科學與生技,實驗室自動化與 AI 科學家,5.44,4,7,5,5,5,9,8,0.55,3.0,30,,Fable 5 等級模型在 2026 年跨過新穎科學的門檻（盲測偏好約 80%），而 Discovered Materials（YC P26，2026 年 8 月 12 日）證明代理式探索服務這個切入點現在募得到資金
fraud_identity__elder_fraud_shield,家屬同在迴路的長者防詐盾,資安、詐防與信任,詐騙、深偽與身分驗證,5.44,3,8,5,8,5,7,5,0.4,1.5,20,語音跨過可用門檻,AI 助長的詐騙以 32% 年複合成長率累加，2027 年美國損失將達 $40B（Deloitte，2024），恰逢 65 歲以上人口占比在 2030 年邁向 20%——語音複製詐騙讓這個威脅變得無比具體
drones_aerial__vertical_inspection_services,結合 AI 的垂直無人機檢測服務,機器人與實體 AI,無人機與空中自主,5.44,6,7,4,7,4,7,5,0.6,10.0,30,,服務模式自約 2018 年起就做得起來，但 2024-26 年的 VLM 分析加上即將上路的 Part 108 超視距（NPRM 2025 年 8 月），把分析這一半的成本壓垮，並解鎖遠端多場域維運
govtech__benefits_eligibility_agents,社福資格審查與續辦處理代理,國防、太空與政府,政府服務與政府科技,5.44,6,8,6,3,6,7,6,0.4,15,40,,2025 年聯邦工作要求與資格複查範圍擴大，加上 DOGE 時期後的人力流失（DOGE 於 2026 年 7 月收攤，但裁減維持不變），使每案的查核工作量大幅上升，而此時
manufacturing_engineering__reshoring_supplier_qualification,回流製造的供應商探索與認證,垂直產業（建築與商業）,製造與工業工程,5.44,4,8,6,5,6,7,6,0.45,3,20,關稅與生產回流,2025-26 年關稅情勢加上 CHIPS 相關回流投資 >$630B，使國內重新採購變得急迫；2025 年 Reshoring Initiative 調查將 TCO 分析列為首要優先，且代理現在已能執行
agriculture_food__farm_program_paperwork_agents,農業補助與農工文件代理,垂直產業（建築與商業）,農業與食品供應,5.44,3,6,7,7,5,7,6,0.45,2,10,電腦操作成本大降; 勞動力短缺,2025-26 年模型在冗長受管制表單上的可靠度，加上可操作政府入口網站的電腦操作代理（OSWorld 等級，2026 年），終於讓郡級辦公室的文書可自動化；長期農業缺工也持續
education__sped_iep_compliance,特教 IEP 撰寫與法遵自動化,垂直產業（建築與商業）,教育與培訓機構,5.44,5,7,5,5,7,7,5,0.5,18,30,勞動力短缺,2024-25 年的 LLM 讓「評估轉 IEP 草稿」的生成變得可靠，同時 IEP 學生比例創下 15.2% 的新高（2022-23 學年），而特教人力短缺仍持續。
consumer_commerce_travel__auto_purchase_agent,購車與租賃議價代理,消費者 AI,購物、旅遊與生活,5.42,7,6,5,6,6,7,5,0.55,30,40,語音跨過可用門檻; 關稅與生產回流,商品化成本的語音代理（2026 年）首度讓逐家經銷商外撥議價具經濟效益，同時 2026 年 1 月起的 25% 半導體關稅與創新高的成交價，也讓價格
ai_rollups__hoa_property_mgmt_rollup,AI 原生 HOA 與小型物管整合,AI 原生商業模式,AI 併購整合與收購,5.42,7,7,5,4,6,8,7,0.5,25.0,150,,社區管理最大的單一成本是住戶的電話／電子郵件量，而這在過去一年才變得能可靠地交由 AI 代理處理；Dwelly 的 $170M 募資（2026 年 7 月 28 日）正是為了這個模式
agent_reliability__agent_certification_insurance_audit,大型企業代理的獨立 SLA／準確率認證,AI 代理基礎設施,代理可觀測性與可靠度,5.39,3,9,6,4,7,7,7,0.5,1,30,歐盟《AI 法案》上路,AIUC-1 認證與首批投保的 AI 代理（ElevenLabs、Intercom）在 2025-2026 年落地，歐盟《AI 法案》高風險義務也於 2026 年 8 月 2 日生效 — 大型企業如今會向廠商索取第三方證
synthetic_data__agent_qa_sandboxes,上線前 AI 代理測試合成沙盒,資料、評測與 AI 品質,合成資料與模擬,5.39,3,8,5,8,4,6,7,0.55,1.0,15,,AI 代理在 2025-26 年間開始對接真實系統上線，加上多起高關注度事故（例如 WIRED 2026 年 8 月報導：OpenAI 的瀏覽器遭提示注入攻擊挾持，向 WhatsApp 聯絡人發送垃圾訊息），使上線前沙盒
llm_evals__vertical_procurement_benchmarks,採購級垂直產業 AI 評測基準,資料、評測與 AI 品質,大型語言模型評測機制,5.39,3,8,5,6,6,8,6,0.5,2.0,30,,代理式 AI 採購在 2025-26 年爆發（Gartner 估 2025 年生成式 AI 支出 $644B），而代理任務基準要到 2025-26 年的工具使用模型出現才具可行性，買方至今仍缺乏任何獨立評分
voice_platforms__embedded_voice_sdk,硬體用嵌入式裝置端語音 SDK,語音與通訊,語音代理平台與設施,5.39,3,7,7,5,6,7,7,0.45,1,25,語音跨過可用門檻,以體積換取 SOTA 的 25MB 以下 TTS（KittenTTS，2026 年 3 月，可在 Raspberry Pi 上執行），加上筆電等級硬體上的即時語音＋視覺（2026 年 4 月），讓不依賴雲端的產品語音重新
translation_communication__healthcare_ai_interpreting,符合 HIPAA 的診所 AI 口譯,語音與通訊,翻譯與跨語言溝通,5.39,4,7,5,5,6,8,7,0.6,3,40,語音跨過可用門檻,人類等級的語音輪替回應降到商品化成本（Tavus Sparrow-1 55ms，2026 年 1 月），恰逢首批符合 HIPAA 的 AI 口譯種子輪落地（No Barrier，2025 年 12 月），且 Slator
marketing_creative_ops__influencer_ugc_ops_agents,代理式網紅／UGC 專案維運,銷售、行銷與客服,行銷、內容與品牌維運,5.39,5,7,4,7,5,7,5,0.6,6,15,語音跨過可用門檻,2025-26 年的代理堆疊（Email／語音接洽、合約草擬、金流軌道）讓端到端的專案維運可自動化；GRIN 這類既有業者也是最近一年才推出 AI 操作員，且 87% 的行銷
legal_work__probate_automation,AI 遺產認證與遺產管理,財務、法務與法遵,法律工作與律師事務所,5.39,4,8,6,6,5,7,5,0.4,5,40,人口高齡化,大規模財富轉移（人口結構的必然：嬰兒潮世代遺產延續到 2040 年代）遇上 2024-25 年具備跨月份文件與期限調度能力的代理。
compliance_grc__ai_auditor_tooling,AI 稽核員與驗證機構工作台,財務、法務與法遵,法遵、GRC 與 AI 治理,5.39,1,8,8,6,5,7,8,0.45,0.2,10,,歐盟的 AI 驗證機構與會員國沙盒必須在 2026 年 8 月 2 日前上線，催生出一個全新的稽核員族群，卻沒有專門打造的工具（f2 點名這是供給不足的賣鏟子
insurance_ops__ai_agent_liability_mga,AI 代理責任險 MGA,財務、法務與法遵,保險營運,5.39,1,9,7,3,8,9,8,0.5,0.05,150,,企業代理部署在 2025-26 年間規模化，而首批代理失誤的損失資料與保單（AIUC-1、ElevenLabs 承保）在過去一年內出現，使精算定價首度成為可能
hr_workforce_ops__care_shift_scheduling,照護機構的 AI 排班與補班,人才、人資與工作,人資作業與人力管理,5.39,6,7,3,6,6,7,5,0.6,12,20,語音跨過可用門檻; 人口高齡化,2025-26 年達到真人水準、延遲約 55ms 的語音代理（Tavus Sparrow-1 於 2026 年 1 月正式上線），首度讓多語言自動撥打電話優先型時薪工作者成為可行做法。
hr_workforce_ops__credential_compliance,輪班人力的證照與執照法遵,人才、人資與工作,人資作業與人力管理,5.39,4,6,5,7,6,7,5,0.45,3,15,電腦操作成本大降,2025-26 年的電腦操作代理如今已能對各州長尾登錄入口網站進行原始來源查驗——這正是過去自動化嘗試失敗之處。
vertical_ops_other__dental_billing_rcm_agents,牙科保險核驗與帳務 AI 代理,營運與後台自動化,跨產業後台作業,5.39,7,5,4,6,5,7,5,0.5,20,30,電腦操作成本大降,2025-26 年的電腦操作模型終於能可靠操控支付方入口網站與 Windows 厚用戶端 PMS（Dentrix/Eaglesoft），可靠度足以按已完成理賠件數計價（F1：Cua 式背景操控）。
rcm_prior_auth__patient_denial_appeals,消費者端拒賠申訴服務,醫療與健康照護,營收循環、帳務與事前授權,5.39,3,7,6,9,3,7,5,0.5,1,10,,2024-25 年的 LLM 讓帶臨床引註的申訴能以消費者價位提供，加上大眾對保險方拒賠的憤怒（2024 年底以來）與拒賠率上升，創造了明顯需求——但 Claimable 等玩家已
aging_care__home_care_agency_ops,居家照護機構後台自動化,醫療與健康照護,高齡、居家照護與長照,5.39,6,8,3,6,6,7,4,0.6,15,15,人口高齡化,2023-24 年的大型語言模型讓代理式排班與帳務成為可能，但時間窗已部分被吃掉 — Sensi 與 Careswitch 已占住 AI 原生的位置（2026 年 8 月查證）。
consumer_health__midlife_hormone_care,AI 原生的更年期與荷爾蒙照護,消費者 AI,個人健康與教練,5.37,6,8,4,5,6,7,8,0.45,15,60,,FDA 於 2026 年移除更年期荷爾蒙治療產品上關於心血管疾病、乳癌與可能失智症的黑框警語，逆轉了 2002 年 WHI 所引發的處方崩
gaming_3d__engine_native_coding_agent,Unity 原生代理式協同開發者,創意與娛樂,遊戲與 3D 世界,5.37,4,7,5,8,5,7,7,0.6,3.0,25,MCP 標準化; 軟體開發成本降十倍,以 MCP 為基礎的代理整合，加上 2026 世代的程式撰寫代理，讓駐編輯器、理解專案的代理得以出貨；Ludus 1.0 已在 Unreal 一側證明有人付費，而 Unity 大得多的獨立開發者基數仍
edge_chips_infra__private_inference_appliance,受管制中型市場的離線推論主機,AI 硬體與裝置,邊緣 AI 晶片與運算硬體,5.37,6,9,5,4,5,8,8,0.6,8.0,120,歐盟《AI 法案》上路; 推論價格崩跌,MIT 授權的 DeepSeek V4（2026 年 4 月 24 日，1.6T 參數／49B 啟用、1M 脈絡）與 Gemma 4 邊緣版本（2026 年 4 月），讓接近前沿的品質能在單一主機上運行，同時歐盟《AI 
datacenter_energy_hw__btm_power_dev_tooling,表後電力專案開發軟體,AI 硬體與裝置,資料中心與能源基礎設施,5.37,4,9,6,5,6,7,8,0.55,4.0,45,,現場發電在 2026 年成為主流——Microsoft 西德州 2GW 園區搭配現場燃氣（2026 年 6 月 22 日）、Amazon 參與美國規劃中規模最大的燃氣電廠之一（2026 年 8 月），加上聯邦快速通道
app_builders__smb_internal_tools,中小企業維運團隊 AI 內部工具產生器,軟體開發與開發者工具,一句話生成應用,5.34,6,7,3,8,5,5,4,0.6,12.9,15,軟體開發成本降十倍,代理式應用程式生成（Replit Agent 2024 年 9 月、Lovable 2025 年）讓非開發者的內部工具成真，但通用型的機會窗口在 2024-25 年開啟，如今已被大量消耗
dev_knowledge__agent_ready_docs,API 廠商的代理就緒層,軟體開發與開發者工具,開發文件與新人上手,5.34,4,8,4,8,4,5,7,0.55,3,8,MCP 標準化,llms.txt v2 於 2026 年 8 月 17 日推出，Cloudflare 在 2026 年 4 月推出代理就緒度評分，而 Mintlify 回報 2B+ 次代理文件造訪——代理消化文件在過去
dev_knowledge__agent_context_ops,企業代理知識產出物維運,軟體開發與開發者工具,開發文件與新人上手,5.34,3,9,5,7,5,4,8,0.4,1,10,軟體開發成本降十倍,Skills／AGENTS.md 在 2025 年底至 2026 年成為 Codex 與 Claude Code 機隊間事實上的知識格式（Every 的 Monologue 案例，2026 年 8 月；Tessl reg
agent_reliability__replay_drift_compiler,電腦操作代理的確定性重播與抗變動強化,AI 代理基礎設施,代理可觀測性與可靠度,5.34,3,7,7,7,5,4,7,0.5,2,15,電腦操作成本大降,Cloudflare Kitesurf（2026 年 8 月）讓代理瀏覽器便宜 3-7 倍，Libretto（2026 年 4 月）證明了先錄後播的模式 — 編譯成確定性腳本這一層才幾個月大，尚未被募資
synthetic_data__regulated_edge_cases,受監管模型的合成邊界案例測試組,資料、評測與 AI 品質,合成資料與模擬,5.34,3,8,6,5,6,7,7,0.5,1.5,25,歐盟《AI 法案》上路,歐盟《AI 法案》(EU AI Act) 的高風險系統義務（資料治理、準確性／穩健性測試、符合性評估）自 2026 年 8 月起分階段生效，催生出因法遵而必須採購文件化測試資料的買方；f2 
retrieval_context_data__public_records_semantic_search,美國建照與都計紀錄語意搜尋,資料、評測與 AI 品質,檢索增強與資料管線,5.34,3,6,7,5,7,7,6,0.45,0.8,40,,Tract 在 2026 年 7 月的事後檢討中明確點名「對都市計畫申請與申訴案的語意搜尋」是應該存在卻沒有的東西，而 Flash 級 1M 脈絡模型（2026 年 4 月）讓大量解析掃描版市政文件
sales_automation__partner_channel_ops_agents,夥伴與通路維運代理,銷售、行銷與客服,銷售代理與營收自動化,5.34,5,6,6,5,6,7,5,0.4,6,20,,市集主導的 B2B 銷售（消耗雲端已承諾支出）在 2024-26 年激增，卻沒有 AI 原生業者掌握夥伴維運；代理如今已能處理跨組織協調的苦工
procurement_supply__midmarket_tail_spend,中型企業的自主長尾採購,營運與後台自動化,採購與供應商管理,5.34,5,6,4,6,6,8,5,0.6,6,20,,Fairmarkit 於 2026 年 4 月推出的「Total Agentic Sourcing」證明自主採購代理在大型企業規模行得通，而中型市場（營收 $50M-$1B、沒有採購團隊）還沒有對應方案。
ai_soc__agent_injection_defense,電腦操作代理的執行期注入防護,資安、詐防與信任,AI 資安維運,5.34,3,9,5,7,5,4,8,0.55,1.5,15,MCP 標準化; 電腦操作成本大降,OpenAI 的 Atlas 瀏覽器於 2026 年 8 月 9 日關閉，提示注入劫持是官方點名的傷口之一（WIRED，2026 年 8 月 5 日），而代理瀏覽器／MCP 的注入防護明確仍無人佔據，同時第一代
fraud_identity__payment_instruction_verification,付款指示的帶外驗證,資安、詐防與信任,詐騙、深偽與身分驗證,5.34,4,8,4,7,6,6,5,0.45,2.5,20,語音跨過可用門檻,低成本語音複製（3 秒樣本即可）在 2024-25 年破解了電話回撥控管，而 Deloitte 預估 BEC 類損失到 2027 年將成長約 4 倍——如今人工驗證流程本身就是弱點
govtech__resident_voice_agents,地方政府市民端語音代理,國防、太空與政府,政府服務與政府科技,5.34,4,7,4,6,6,8,6,0.5,3,20,語音跨過可用門檻,語音代理在 2025 年達到可上線水準且成本低廉，加上 DOGE 時期後的預算與人力壓力（DOGE 於 2026 年 7 月結束，裁減已制度化），使 24/7 自動化市民服務成為負擔得起
construction__trade_estimating,專業工班的估算到投標輔助工具,垂直產業（建築與商業）,營建與工程,5.34,6,7,3,7,5,7,4,0.5,12,15,勞動力短缺,多模態圖說判讀在 2024-25 年跨過可用準確度，而 2025-26 年的技術工人短缺讓瓶頸變成估價師而非施工班（f2 佐證：預估 81k 個電匠職缺 20
companionship_social__irl_friendship_orchestrator,AI 撮合的真實世界友誼社群,消費者 AI,陪伴與社交,5.34,5,7,4,7,6,6,4,0.6,6.0,12,,孤獨流行病如今已是官方政策議題（美國衛生署長 2023 年 5 月諮詢報告、WHO 2023 年 11 月列為『全球公共衛生關切』），而交友 App 營收在 2025 年首度下滑，把消費者推向
audio_music__synthetic_audio_provenance,AI 音樂溯源、標示與曲庫完整性,創意與娛樂,音樂與音訊,5.32,3,9,6,6,7,4,9,0.5,1.5,40,,Deezer 通報 2026 年 7 月 21 日 AI 生成曲目已超過每日新上架量的 50%，Apple Music 於 2026 年 8 月宣布導入 AI 標籤、同時把標示義務推給唱片公司，而歐盟 AI
agent_reliability__voice_agent_simulation_qa,語音代理模擬測試與正式環境 QA,AI 代理基礎設施,代理可觀測性與可靠度,5.29,4,9,4,7,5,6,5,0.55,3,15,語音跨過可用門檻,達到人類水準的語音延遲（Tavus Sparrow-1，2026 年 1 月）把語音代理推進高風險垂直產業，而 Coval 在 2026 年的 $28M A 輪顯示 QA 預算科目正在成形 — 窗口開著但在移動。
llm_evals__clinical_ai_accuracy_monitoring,臨床 AI 準確度持續監控,資料、評測與 AI 品質,大型語言模型評測機制,5.29,3,8,6,4,7,7,7,0.5,1.5,60,,加州 SB 1120（2025 年生效）要求付款方 AI 必須「定期接受準確度審查」並開放監管稽核，而 CHAI 也在 2026 年 7 月推出其代理式 AI 測試與評估框架
applied_voice__patient_access_calls,專科診所病患聯繫來電自動化,語音與通訊,各產業語音代理應用,5.29,7,7,3,5,6,7,4,0.65,44,40,,2024-25 年的延遲與可靠度讓 HIPAA 等級的電話自動化變得可信；採用進度處於浪潮中段——Assort 已宣稱涵蓋 23+ 個專科。
applied_voice__government_service_lines,政府服務專線語音代理,語音與通訊,各產業語音代理應用,5.29,5,6,6,4,7,7,5,0.5,6,30,語音跨過可用門檻; 勞動力短缺,2024 年後的多語音品質提升，加上調度員／行政人員長期短缺；類別領導者仍在 A 輪（Polimorphic，2026 年 1 月前後募資）——時機偏早。
translation_communication__cross_border_sales_agents,跨境商務多語語音代理,語音與通訊,翻譯與跨語言溝通,5.29,6,7,3,7,4,7,5,0.5,12,20,語音跨過可用門檻,前沿語音模型在 2025 年達到可用的跨語言延遲／品質（Mistral Voxtral 2025 年 7 月、Kyutai Hibiki 2025 年 2 月），但通用型語音代理平台已經在綑綁多語 
translation_communication__on_device_interpretation_frontline,旅宿與第一線裝置端口譯,語音與通訊,翻譯與跨語言溝通,5.29,3,6,7,6,4,8,7,0.45,1,25,語音跨過可用門檻,裝置端語音技術堆疊在 2026 年變得又免費又好用：KittenTTS <25MB（2026 年 3 月）、macOS 26 原生語音 API 表現勝過 Whisper-Small（2026 年 7 月）、筆電上的即時語
research_agents__govcon_capture_agents,政府標案開發與提案研究代理,搜尋、知識與研究,深度研究與分析代理,5.29,6,7,3,6,6,7,4,0.4,12,25,,2024-25 年的模型讓合規的長篇撰寫變得可行，而 FY26-27 年美國國防預算暴增（約 $1T→$1.5T 的預算要求，SIPRI/f4）正在擴大投標者池；已有數家募資玩家成形。
pricing_revops__ai_cpq_quoting,複雜 B2B 銷售的 AI 報價代理,銷售、行銷與客服,定價、營收維運與變現,5.29,4,6,5,6,6,7,6,0.55,3.5,25,,Salesforce 宣布舊版 CPQ 停售（2025 年）開啟了一個被迫搬遷的視窗，恰逢 2024-25 年的大型語言模型已能解析非結構化詢價單與產品組態。
legal_work__depo_transcription,AI 庭外作證記錄取代法庭記錄員,財務、法務與法遵,法律工作與律師事務所,5.29,3,7,6,6,5,9,5,0.45,2.5,35,,部分州的法庭記錄員報考人數五年內下滑高達 85%（BLS／州級主管機關，出自 F2 簡報），同時 2024-25 年的 ASR 在法律音訊上已接近人類水準——供給崩潰正好碰上能力到位。
hr_workforce_ops__employer_immigration_ops,雇主移民與工作許可維運,人才、人資與工作,人資作業與人力管理,5.29,5,6,5,5,6,7,6,0.6,8,25,人口高齡化; 勞動力短缺,2025-26 年的長脈絡文件代理讓完整申請文件彙整與證據包裝得以自動化，同時 HRSA 預估的 267k 名註冊護理師缺口（2025 年 12 月）促使醫療雇主轉向國際
future_of_work__ai_escalation_pools,生產環境 AI 代理的真人升級池,人才、人資與工作,AI 時代工作平台,5.29,6,7,5,5,6,4,6,0.5,15,30,,企業代理部署在 2025-26 年進入生產規模（Microsoft 於 2026 年 6 月記錄的代理失效分類），產生的例外量，沒有任何企業流程委外業者的架構能以 API 逐件承接。
document_ops__smb_sales_order_intake,中小型經銷商的 Email/PDF 訂單處理,營運與後台自動化,文件與郵件作業,5.29,5,5,4,8,5,7,4,0.6,8,15,,2024-25 年的 VLM 讓雜亂採購單的擷取（手寫、各種 Excel 版本）可靠到能在中小企業的價位下無人值守輸入；大型企業的既有業者則尚未下沉市場。
procurement_supply__sled_rfp_response,SLED 承包商的標案／RFP 回覆代理,營運與後台自動化,採購與供應商管理,5.29,5,6,4,7,5,7,5,0.5,8,15,,"長脈絡模型在 2024-25 年讓 200 頁的 RFP 合規對照表變得可處理；聯邦市場競爭激烈，但截至 GovDash 於 2026 年 8 月轉向大型企業，SLED 的 90,000 個採購單位仍服務不足"
drug_discovery__ind_submission_automation,IND/eCTD 法規送件自動化,科學與生技,藥物探索與開發,5.29,5,6,5,5,6,7,6,0.6,10,35,勞動力短缺,1M token 的脈絡長度加上 Opus-5 等級的驗證能力（2026 年中），讓依原始資料草擬並以機器查核完整 eCTD 模組變得可行，而 Mordor 也指出全球缺乏資深法規
drug_discovery__target_hypothesis_triage,濕實驗室的 AI 標靶與假說篩選,科學與生技,藥物探索與開發,5.29,4,7,5,6,4,8,7,0.4,3,20,AI 科學家登場,在 2026 年 6 月的盲測評比中，Fable-5 等級模型提出的新穎分子生物學假說約有 80% 勝過先前的前沿模型而被偏好，讓以產品形式販售的假說篩選變得可信
lab_automation__instrument_data_agents,小型實驗室的 AI-ready 儀器資料,科學與生技,實驗室自動化與 AI 科學家,5.29,3,7,5,6,6,8,6,0.5,1.5,25,,2025-26 年的長脈絡多模態模型能可靠解析任意二進位／CSV 儀器匯出檔，瓦解了過去讓這件事只能做大型企業生意的手工連接器成本（TetraScience 現在的說法是「AI-
materials_climate_sci__materials_discovery_agents,帶合成驗證的代理式材料探索,科學與生技,材料、化學與地球科學,5.29,5,7,4,5,5,6,9,0.45,8,30,,Discovered Materials 的 Material Discovery Bench（2026 年 8 月 12 日）顯示 7 個前沿模型每次執行都能找出 500 個以上新穎且動態穩定的材料，但其中 81-96
applied_robots__inspection_robots_energy,能源基礎設施的機器人巡檢服務,機器人與實體 AI,應用機器人（非人形）,5.29,7,7,4,5,5,7,4,0.6,30,45,機器人基礎模型問世,低成本無人機自約 2018 年起就已存在，但 2024-25 年的多模態模型讓把影像轉成缺陷報告的成本大幅崩跌，而電網／太陽能的建設潮（2025-26）正讓待檢資產倍增。
real_estate_property__ai_transaction_coordination,住宅仲介的 AI 成交流程協調,垂直產業（建築與商業）,房地產與物業,5.29,4,4,5,9,4,7,5,0.5,3,10,長時程代理成熟,2024-25 年的模型可靠度讓無人監督的文件與期限代理變得可行，加上 NAR 和解後的佣金壓縮，促使房仲刪減 TC／行政成本。
real_estate_property__title_curative_agents,產權查核與瑕疵補正自動化代理,垂直產業（建築與商業）,房地產與物業,5.29,6,4,5,5,6,7,6,0.5,13,30,,2025 世代的長脈絡模型如今真能從頭到尾讀完雜亂的掃描地契鏈，這是 Doma 在 2019 年世代的 ML 做不到的；獨立代理商正面臨重貸低迷帶來的利潤壓力。
fintech_banking__sba_loan_origination_agents,社區銀行 AI 貸款申辦維運,垂直產業（建築與商業）,銀行、放貸與財富管理,5.29,7,5,4,4,7,7,5,0.5,30,40,,2024-25 年大型語言模型的文件理解能力，讓貸款檔案 90% 自動化變得可信（Casca 宣稱減少 90% 人工作業，並於 2025-26 年導入 FDIC 銀行）；窗口仍開著，但領先者已達 Ser
learning_consumer__ai_displacement_retraining,被取代知識工作者的轉職再訓練,消費者 AI,個人學習與技能,5.27,6,8,6,6,4,6,6,0.4,20,25,,2026 年的勞動力明顯分裂為有 AI 加持與沒有的兩群（Lenny's Newsletter／Noam Segal 勞動力調查，2026 年 7 月 7 日），一人加代理的公司也成為主流敘事（WSJ，2026 年 7 
consumer_commerce_travel__disruption_rescue_agent,航班異常救援與求償代理,消費者 AI,購物、旅遊與生活,5.27,5,7,5,7,5,7,6,0.5,6,25,電腦操作成本大降; 關稅與生產回流,歐盟執委會 2025 年 6 月 5 日的 EU261 大改仍在歐洲議會審議中，美國 DOT 的自動退款規則已經生效，而 2026 年的電腦操作代理終於能實際驅動航空公司改訂
ai_native_entertainment__age_verified_teen_worlds,青少年年齡驗證互動故事世界,創意與娛樂,AI 原生娛樂與 IP,5.27,3,9,7,4,7,6,9,0.45,2.0,80,,青少年族群在過去約 9 個月被結構性驅離——Character.AI 自 2025 年 11 月 25 日起禁止未滿 18 歲使用開放式聊天，Roblox 於 1 月起強制所有通訊功能進行年齡驗證 
wearables_devices__elder_wearable_triage,市售長者穿戴裝置的 AI 分流服務,AI 硬體與裝置,AI 穿戴與消費裝置,5.27,6,8,4,5,6,8,6,0.5,9.0,40,語音跨過可用門檻; 人口高齡化,YC 2026 年秋季 RFS 明確徵求「高齡人口 AI」（語音介面、監測、照顧者協調），而 2026 年的硬體——Oura Ring 5（2026 年 5 月，體積縮小 40% 並具 AI 健康功能
edge_chips_infra__vision_retrofit_cells,小型製造商的改裝視覺檢測單元,AI 硬體與裝置,邊緣 AI 晶片與運算硬體,5.27,5,7,4,6,6,8,7,0.6,6.0,35,機器人基礎模型問世,少樣本 VLM 瑕疵偵測不再需要數千張標註影像，同時 Jetson Orin Nano 千顆單價降到 $199，機器人基礎模型也證明少於 200 次示範即可完成適應（Gemini
coding_agents__legacy_mainframe_agents,大型主機／老舊系統 AI 改寫代理,軟體開發與開發者工具,程式代理與 AI IDE,5.24,7,7,4,3,6,8,5,0.6,24.3,40,人口高齡化,2024-25 年的長脈絡前沿模型加上 AWS Transform（2026 年 7 月宣布整合）讓 AI 主導的現代化取得正當性，而 Mechanical Orchard 顯示 18 個月的專案範圍可壓縮至約 5 個月
agent_identity_payments__nhi_agent_identity_provider,代理機隊的非人類身分供應商,AI 代理基礎設施,代理身分與支付,5.24,4,8,3,5,7,7,7,0.55,3,40,MCP 標準化,MCP 2026-07-28 的無狀態規格納入 CIMD 認證，並把代理委派（DPoP、工作負載身分聯邦）列入藍圖；依 MCP 維護者 2026 年 8 月 22 日的藍圖，目前尚無主導性的非人類身分標準。
agent_identity_payments__agent_insurance_bonding,AI 代理保險、認證與履約擔保,AI 代理基礎設施,代理身分與支付,5.24,3,8,6,3,8,7,7,0.45,1,80,歐盟《AI 法案》上路,AIUC-1 以「代理版 SOC 2」之姿推出，在 2025-26 年有首家認可稽核機構（Schellman）與具名的認證廠商，證明大型企業願意為可移轉的代理風險付費，正如歐盟《AI 法案》
tool_integration__vertical_connector_factory,垂直長尾 SaaS 轉 MCP 連接器工廠,AI 代理基礎設施,工具整合與 MCP 生態,5.24,4,8,4,7,6,5,5,0.6,3,10,MCP 標準化,MCP 已成為跨廠商的預設標準（OpenAI 2025 年 3 月、Google 2025 年 4 月；ChatGPT apps 自 2026 年起跑在 MCP 上），使每一家垂直 SaaS 突然都需要 MCP 介面，但
local_edge_models__local_first_personal_memory,專業人士的本地優先個人記憶,模型與運算,本機、邊緣與裝置端 AI,5.24,3,7,4,8,4,8,6,0.45,1,10,MCP 標準化,Screenpipe（YC S26，2026 年 7 月）驗證了 AI 代理可存取之本地記憶的需求，正好碰上 MCP 成為中立軌道，且裝置端 OCR／語音辨識變得免費又快速（macOS 26 API）。
specialized_models__confidential_inference,法遵買家的可驗證機密推論,模型與運算,小型與領域專用模型,5.24,3,8,6,5,6,7,6,0.55,1,40,,NVIDIA H100／Blackwell GPU 的 TEE 在 2024-25 年讓機密 GPU 推論變得可行，而 Zama 在 2025-26 年將 FHE 從 AI 轉向區塊鏈，確認 TEE（而非 FHE）才是可
voice_platforms__voice_fraud_defense,通話管道的語音深偽防禦,語音與通訊,語音代理平台與設施,5.24,3,9,5,4,7,7,7,0.55,1.5,40,語音跨過可用門檻,語音詐騙浪潮在 2026 年 7 月被記錄下來（3 秒即可複製、Farid 稱「等於瞎了」）、2026 年 4 月 Mercor 4TB 語音樣本外洩，加上 YC 2026 秋季 RFS 點名「證明你是真人」——傳統聲紋
voice_platforms__emerging_market_dialect_voice,新興市場深度方言語音代理,語音與通訊,語音代理平台與設施,5.24,6,8,4,5,6,5,5,0.5,12,30,語音跨過可用門檻,前沿模型在約 2024-25 年讓低資源語言的語音應用變得可行，而到 2026 年 8 月「阿拉伯語優先已是基本門檻」（Infobip）——方言深度與垂直產業維運仍是空白層。
